video_id,author_username,posted_at,scraped_at,views,likes,shares,comments,collects,t_since_post,like_rate,share_rate,comment_rate,collect_rate,views_velocity,likes_velocity,shares_velocity,hour_of_day,day_of_week,target_views_next,target_views_change,viral_label
7585891446033566997,atusmain,2025-12-20 17:53:15,2025-12-24 21:10:59.407145,-0.20703121655960588,-0.07264493049072597,-0.20652548848742933,-0.08026548993820791,-0.16517887755823935,99.2956686513889,0.9201428746669449,0.1500131593666392,0.04892663169877613,0.06124694796234268,-0.17525777914321666,-0.15156520771882,-0.08170248467273648,1.2533565687872317,-1.6627535553623676,254200.0,800.0,0
7585891446033566997,atusmain,2025-12-20 17:53:15,2025-12-24 21:53:13.111823,-0.20657640140242536,-0.07135222887491731,-0.2064029658807041,-0.07924629974570034,-0.1640145493117581,99.99947550638889,0.9199681839955199,0.14810095935182782,0.04887551699974786,0.062123214077605175,-0.1253143388177696,-0.05990583178233774,-0.07811552855604763,1.2533565687872317,-1.6627535553623676,254800.0,600.0,0
7585891446033566997,atusmain,2025-12-20 17:53:15,2025-12-24 22:31:58.904489,-0.20623529003454,-0.07135222887491731,-0.2064029658807041,-0.07822710955319276,-0.1637234672501378,100.64552902472222,0.9148186535230736,0.14611188290949934,0.04939447108870997,0.06125536865223759,-0.13445171432135805,-0.15156520771882,-0.08170248467273648,1.3755904584073773,-1.6627535553623676,255300.0,500.0,0
7585891446033566997,atusmain,2025-12-20 17:53:15,2025-12-24 23:11:07.431433,-0.20595103056130218,-0.07005952725910863,-0.2064029658807041,-0.07822710955319276,-0.1637234672501378,101.29789762027778,0.9172250707770658,0.1444614610521744,0.04797177466872069,0.059902590845220864,-0.14158190182592434,-0.052678631098464344,-0.08170248467273648,1.4978243480275228,-1.6627535553623676,255600.0,300.0,0
7585891446033566997,atusmain,2025-12-20 17:53:15,2025-12-24 23:51:15.540493,-0.20578047487735948,-0.07005952725910863,-0.20628044327397885,-0.07822710955319276,-0.1637234672501378,101.96681680361111,0.9146615838463049,0.14422236708288153,0.047120828536640576,0.05909346457887838,-0.15555218360615256,-0.15156520771882,-0.07792844983204067,1.4978243480275228,-1.6627535553623676,255800.0,200.0,0
7585891446033566997,atusmain,2025-12-20 17:53:15,2025-12-25 00:28:31.061064,-0.20566677108806436,-0.07005952725910863,-0.20628044327397885,-0.07822710955319276,-0.16314130312689717,102.58779474,0.9129559330294327,0.14356496606774302,0.04655463997999907,0.06007058775152155,-0.16110649710744077,-0.15156520771882,-0.08170248467273648,-1.313555113235826,-0.6597551305696413,255900.0,100.0,0
7585891446033566997,atusmain,2025-12-20 17:53:15,2025-12-25 01:05:38.094882,-0.20560991919341678,-0.07005952725910863,-0.20628044327397885,-0.07822710955319276,-0.16314130312689717,103.206415245,0.9121041074124102,0.14323665090510115,0.04627187758112974,0.05980112953411811,-0.16815517435982585,-0.15156520771882,-0.08170248467273648,-1.1913212236156805,-0.6597551305696413,256100.0,200.0,0
7585891446033566997,atusmain,2025-12-20 17:53:15,2025-12-25 01:42:48.574384,-0.20549621540412166,-0.07005952725910863,-0.20628044327397885,-0.07822710955319276,-0.16314130312689717,103.82599288444443,0.9104024518572975,0.14258078976501223,0.04570701524640098,0.059262844392943104,-0.161074514034242,-0.15156520771882,-0.08170248467273648,-1.1913212236156805,-0.6597551305696413,256100.0,0.0,0
7585891446033566997,atusmain,2025-12-20 17:53:15,2025-12-25 02:20:06.404693,-0.20549621540412166,-0.07005952725910863,-0.20628044327397885,-0.07822710955319276,-0.16314130312689717,104.44761241472223,0.9104024518572975,0.14258078976501223,0.04570701524640098,0.059262844392943104,-0.17525777914321666,-0.15156520771882,-0.08170248467273648,-1.069087333995535,-0.6597551305696413,256200.0,100.0,0
7585891446033566997,atusmain,2025-12-20 17:53:15,2025-12-25 02:57:09.715551,-0.2054393635094741,-0.07005952725910863,-0.20628044327397885,-0.07822710955319276,-0.16314130312689717,105.06519876416665,0.9095526203613058,0.1422532431871108,0.04542491479339844,0.05899401697636043,-0.16814328096515763,-0.15156520771882,-0.08170248467273648,-1.069087333995535,-0.6597551305696413,256300.0,100.0,0
7585891446033566997,atusmain,2025-12-20 17:53:15,2025-12-25 03:34:30.838716,-0.2053825116148265,-0.07005952725910863,-0.20628044327397885,-0.07822710955319276,-0.16314130312689717,105.68773297666668,0.9087034520164501,0.14192595220444917,0.0451430344725476,0.05872539933454764,-0.16819982655251203,-0.15156520771882,-0.08170248467273648,-0.9468534443753893,-0.6597551305696413,256300.0,0.0,0
7585891446033566997,atusmain,2025-12-20 17:53:15,2025-12-25 04:11:29.232796,-0.2053825116148265,-0.06876682564329996,-0.20628044327397885,-0.07822710955319276,-0.16314130312689717,106.30395355444445,0.915356595108817,0.14192595220444917,0.0451430344725476,0.05872539933454764,-0.17525777914321666,-0.04687786127908115,-0.08170248467273648,-0.8246195547552437,-0.6597551305696413,256300.0,0.0,0
7585891446033566997,atusmain,2025-12-20 17:53:15,2025-12-25 04:48:30.334894,-0.2053825116148265,-0.06876682564329996,-0.20628044327397885,-0.07822710955319276,-0.16314130312689717,106.92092635944445,0.915356595108817,0.14192595220444917,0.0451430344725476,0.05872539933454764,-0.17525777914321666,-0.15156520771882,-0.08170248467273648,-0.8246195547552437,-0.6597551305696413,256400.0,100.0,0
