video_id,author_username,posted_at,scraped_at,views,likes,shares,comments,collects,t_since_post,like_rate,share_rate,comment_rate,collect_rate,views_velocity,likes_velocity,shares_velocity,hour_of_day,day_of_week,target_views_next,target_views_change,viral_label
7585006337432505621,phuongnam.dv,2025-12-18 09:16:00,2025-12-24 21:13:06.081597,-0.18655835918375113,-0.34568382598520153,-0.32561550560339764,-0.33407135747622,-0.2978857563962161,155.9516893325,-0.6465111870555185,-0.36843265785230683,-0.5291640661164894,-0.5196051047549898,-0.16877901298057618,-0.15725687187214293,-0.09866957637461507,1.2497578651414623,-1.6761951058080298,225600.0,1800.0,0
7585006337432505621,phuongnam.dv,2025-12-18 09:16:00,2025-12-24 21:55:26.410299,-0.18547852090141315,-0.3451476423481713,-0.3254351790216609,-0.33407135747622,-0.29727513014880314,156.65733619416667,-0.6475175835474938,-0.3684681185774967,-0.5298200793581862,-0.5195874132628872,-0.026823526620525676,-0.10532637388052951,-0.09059652877253536,1.2497578651414623,-1.6761951058080298,226900.0,1300.0,0
7585006337432505621,phuongnam.dv,2025-12-18 09:16:00,2025-12-24 22:34:09.266857,-0.18469863769750236,-0.34492188081679015,-0.3252548524399242,-0.33407135747622,-0.29727513014880314,157.30257412694442,-0.6490718880054535,-0.3683345376461556,-0.5302873936527622,-0.5214689906593751,-0.056657086181654645,-0.13334429404062315,-0.08984070811516771,1.3722447841728036,-1.6761951058080298,228000.0,1100.0,0
7585006337432505621,phuongnam.dv,2025-12-18 09:16:00,2025-12-24 23:14:01.708595,-0.18403873652496247,-0.3448090000510996,-0.3252548524399242,-0.33407135747622,-0.29696981702509667,157.96714127638887,-0.6507765202464557,-0.36870421884438465,-0.5306786511451811,-0.5217393069840183,-0.07666601725673346,-0.14564833667724508,-0.09866957637461507,1.494731703204145,-1.6761951058080298,228600.0,600.0,0
7585006337432505621,phuongnam.dv,2025-12-18 09:16:00,2025-12-24 23:53:14.759134,-0.1836787904308498,-0.3446255688068524,-0.3252548524399242,-0.33407135747622,-0.29696981702509667,158.62076642611112,-0.6510721795703741,-0.3689043635989237,-0.5308904772676805,-0.5225956212898035,-0.11769446118565959,-0.13807721191897532,-0.09866957637461507,1.494731703204145,-1.6761951058080298,229000.0,400.0,0
7585006337432505621,phuongnam.dv,2025-12-18 09:16:00,2025-12-25 00:30:29.216848,-0.18343882636810804,-0.3445126880411618,-0.3252548524399242,-0.33407135747622,-0.29727513014880314,159.24144912444444,-0.6513167579068122,-0.3690372107747866,-0.5310310780154384,-0.5244633345156924,-0.13291511891134705,-0.14482757238560295,-0.09866957637461507,-1.3224674345167045,-0.6701619282061335,229200.0,200.0,0
7585006337432505621,phuongnam.dv,2025-12-18 09:16:00,2025-12-25 01:07:35.741664,-0.18331884433673715,-0.34439980727547126,-0.3250745258581875,-0.33407135747622,-0.29727513014880314,159.85992824,-0.6511489829427376,-0.368537369110943,-0.531101194357728,-0.5247456484237145,-0.15078317610932257,-0.14478328796338155,-0.08945872258632505,-1.1999805154853633,-0.6701619282061335,229400.0,200.0,0
7585006337432505621,phuongnam.dv,2025-12-18 09:16:00,2025-12-25 01:44:43.059866,-0.18319886230536625,-0.34437158708404864,-0.3250745258581875,-0.33407135747622,-0.29696981702509667,160.47862774055554,-0.6514157376167768,-0.3686039968368791,-0.5311711884401453,-0.5237304057533023,-0.1507895863496821,-0.15413958668895972,-0.09866957637461507,-1.1999805154853633,-0.6701619282061335,229500.0,100.0,0
7585006337432505621,phuongnam.dv,2025-12-18 09:16:00,2025-12-25 02:22:02.241210,-0.18313887128968082,-0.3443574769883373,-0.3250745258581875,-0.33407135747622,-0.29696981702509667,161.10062255833333,-0.6515489406050959,-0.36863726715250367,-0.5312061397337872,-0.5238716975467695,-0.1598319534925408,-0.15570648694062914,-0.09866957637461507,-1.077493596454022,-0.6701619282061335,229600.0,100.0,0
7585006337432505621,phuongnam.dv,2025-12-18 09:16:00,2025-12-25 02:59:04.455576,-0.18307888027399535,-0.34434336689262596,-0.3250745258581875,-0.33407135747622,-0.29696981702509667,161.71790432666668,-0.6516820275634428,-0.3686705084871432,-0.5312410605821838,-0.5240128662642978,-0.15976364119836217,-0.15569464949261919,-0.09866957637461507,-1.077493596454022,-0.6701619282061335,229700.0,100.0,0
